Kategori,Isi
HRD,Data Gaji NIK 3962 atas nama Karyawan-29
Strategi,Rencana Proyek Rahasia Strategis Kode-263
Strategi,Rencana Proyek Rahasia Strategis Kode-437
HRD,Data Gaji NIK 3204 atas nama Karyawan-89
Strategi,Rencana Proyek Rahasia Strategis Kode-574
HRD,Data Gaji NIK 1349 atas nama Karyawan-54
IT Security,Server IP 216.131 API: QRRJPUKYVF
IT Security,Server IP 92.253 API: WYVXRIJKMJ
HRD,Data Gaji NIK 3444 atas nama Karyawan-98
Keuangan,Transfer Rp 24000000 ke Rekening 12832294
Keuangan,Transfer Rp 68000000 ke Rekening 17961229
Strategi,Rencana Proyek Rahasia Strategis Kode-647
IT Security,Server IP 13.23 API: UYTRQQKFHN
Strategi,Rencana Proyek Rahasia Strategis Kode-950
HRD,Data Gaji NIK 3073 atas nama Karyawan-12
IT Security,Server IP 112.229 API: MVZUIPTRPQ
HRD,Data Gaji NIK 8702 atas nama Karyawan-51
Keuangan,Transfer Rp 23000000 ke Rekening 70135250
IT Security,Server IP 141.50 API: MWJQGJWLWO
Strategi,Rencana Proyek Rahasia Strategis Kode-801
IT Security,Server IP 24.184 API: EORHTCTQDB
HRD,Data Gaji NIK 6166 atas nama Karyawan-98
IT Security,Server IP 196.65 API: XYCHBSGVAJ
Keuangan,Transfer Rp 19000000 ke Rekening 24328754
IT Security,Server IP 92.6 API: NKQHNFUZDQ
Strategi,Rencana Proyek Rahasia Strategis Kode-980
Keuangan,Transfer Rp 60000000 ke Rekening 14045670
HRD,Data Gaji NIK 9177 atas nama Karyawan-38
Strategi,Rencana Proyek Rahasia Strategis Kode-634
HRD,Data Gaji NIK 4004 atas nama Karyawan-48
HRD,Data Gaji NIK 3877 atas nama Karyawan-44
HRD,Data Gaji NIK 6930 atas nama Karyawan-91
Keuangan,Transfer Rp 71000000 ke Rekening 39182058
HRD,Data Gaji NIK 6285 atas nama Karyawan-52
HRD,Data Gaji NIK 8128 atas nama Karyawan-84
HRD,Data Gaji NIK 1753 atas nama Karyawan-43
Strategi,Rencana Proyek Rahasia Strategis Kode-765
Strategi,Rencana Proyek Rahasia Strategis Kode-987
HRD,Data Gaji NIK 2650 atas nama Karyawan-1
HRD,Data Gaji NIK 5276 atas nama Karyawan-70
IT Security,Server IP 238.137 API: CWYTWVOZLZ
Strategi,Rencana Proyek Rahasia Strategis Kode-302
HRD,Data Gaji NIK 7888 atas nama Karyawan-5
IT Security,Server IP 245.115 API: MMTYGIQSSB
Strategi,Rencana Proyek Rahasia Strategis Kode-957
Strategi,Rencana Proyek Rahasia Strategis Kode-297
HRD,Data Gaji NIK 7872 atas nama Karyawan-8
Keuangan,Transfer Rp 49000000 ke Rekening 62771374
IT Security,Server IP 139.222 API: NOPOQDOOII
HRD,Data Gaji NIK 7047 atas nama Karyawan-39
HRD,Data Gaji NIK 4198 atas nama Karyawan-66
Keuangan,Transfer Rp 25000000 ke Rekening 48568258
HRD,Data Gaji NIK 8251 atas nama Karyawan-11
HRD,Data Gaji NIK 7750 atas nama Karyawan-14
Strategi,Rencana Proyek Rahasia Strategis Kode-988
Keuangan,Transfer Rp 72000000 ke Rekening 73001224
HRD,Data Gaji NIK 1202 atas nama Karyawan-17
Keuangan,Transfer Rp 41000000 ke Rekening 36186939
Strategi,Rencana Proyek Rahasia Strategis Kode-594
Strategi,Rencana Proyek Rahasia Strategis Kode-496
IT Security,Server IP 146.222 API: IKLOYMCPCS
Strategi,Rencana Proyek Rahasia Strategis Kode-979
Strategi,Rencana Proyek Rahasia Strategis Kode-342
Strategi,Rencana Proyek Rahasia Strategis Kode-898
HRD,Data Gaji NIK 1206 atas nama Karyawan-4
Strategi,Rencana Proyek Rahasia Strategis Kode-156
IT Security,Server IP 244.76 API: VZWFLSGVTI
HRD,Data Gaji NIK 9792 atas nama Karyawan-93
Strategi,Rencana Proyek Rahasia Strategis Kode-820
IT Security,Server IP 50.93 API: LZOKESEQSU
IT Security,Server IP 159.114 API: AUTFEHVHNJ
Keuangan,Transfer Rp 47000000 ke Rekening 88201685
Keuangan,Transfer Rp 31000000 ke Rekening 26041577
Strategi,Rencana Proyek Rahasia Strategis Kode-542
Keuangan,Transfer Rp 13000000 ke Rekening 79892422
IT Security,Server IP 88.169 API: JQHUFMJUWC
Strategi,Rencana Proyek Rahasia Strategis Kode-271
IT Security,Server IP 20.184 API: TDWGCEYYLD
Keuangan,Transfer Rp 48000000 ke Rekening 77828906
Keuangan,Transfer Rp 58000000 ke Rekening 26504378
HRD,Data Gaji NIK 3982 atas nama Karyawan-16
IT Security,Server IP 6.14 API: QPZSQYXUBR
HRD,Data Gaji NIK 2999 atas nama Karyawan-99
IT Security,Server IP 6.82 API: NEPCAOIYCU
Keuangan,Transfer Rp 31000000 ke Rekening 50436451
Keuangan,Transfer Rp 50000000 ke Rekening 27587564
Strategi,Rencana Proyek Rahasia Strategis Kode-275
IT Security,Server IP 91.42 API: CJNBCKSGLJ
HRD,Data Gaji NIK 8287 atas nama Karyawan-24
IT Security,Server IP 135.45 API: QLQLPFZXVT
IT Security,Server IP 116.112 API: NLVIRHBQBA
IT Security,Server IP 254.213 API: LEWIAUVVCT
Keuangan,Transfer Rp 92000000 ke Rekening 98092491
IT Security,Server IP 31.126 API: FVTMAAENUI
Keuangan,Transfer Rp 95000000 ke Rekening 34997399
IT Security,Server IP 239.172 API: KUXAFWXMEM
Strategi,Rencana Proyek Rahasia Strategis Kode-393
Strategi,Rencana Proyek Rahasia Strategis Kode-160
IT Security,Server IP 112.99 API: YFDKRBKVMZ
Strategi,Rencana Proyek Rahasia Strategis Kode-512
Strategi,Rencana Proyek Rahasia Strategis Kode-607
Strategi,Rencana Proyek Rahasia Strategis Kode-126
Strategi,Rencana Proyek Rahasia Strategis Kode-971
HRD,Data Gaji NIK 2773 atas nama Karyawan-28
IT Security,Server IP 10.240 API: JJJOFHXHUK
HRD,Data Gaji NIK 4224 atas nama Karyawan-62
IT Security,Server IP 90.59 API: RMPHIXIFSB
Keuangan,Transfer Rp 80000000 ke Rekening 24113536
Keuangan,Transfer Rp 18000000 ke Rekening 66641905
HRD,Data Gaji NIK 2021 atas nama Karyawan-84
Keuangan,Transfer Rp 30000000 ke Rekening 14150904
IT Security,Server IP 80.39 API: SCGZLMIVGZ
Keuangan,Transfer Rp 25000000 ke Rekening 71200728
Keuangan,Transfer Rp 21000000 ke Rekening 56224336
Strategi,Rencana Proyek Rahasia Strategis Kode-331
HRD,Data Gaji NIK 3367 atas nama Karyawan-26
Strategi,Rencana Proyek Rahasia Strategis Kode-629
HRD,Data Gaji NIK 7503 atas nama Karyawan-14
HRD,Data Gaji NIK 5465 atas nama Karyawan-95
Strategi,Rencana Proyek Rahasia Strategis Kode-136
Keuangan,Transfer Rp 8000000 ke Rekening 63025956
IT Security,Server IP 136.23 API: ZMZRQMYMPA
Strategi,Rencana Proyek Rahasia Strategis Kode-217
Keuangan,Transfer Rp 94000000 ke Rekening 76799396
HRD,Data Gaji NIK 5168 atas nama Karyawan-84
Keuangan,Transfer Rp 63000000 ke Rekening 33309067
Keuangan,Transfer Rp 52000000 ke Rekening 55708489
HRD,Data Gaji NIK 3737 atas nama Karyawan-55
Keuangan,Transfer Rp 90000000 ke Rekening 62299541
HRD,Data Gaji NIK 7379 atas nama Karyawan-30
HRD,Data Gaji NIK 4279 atas nama Karyawan-63
IT Security,Server IP 40.196 API: CCTSCEAOTN
Strategi,Rencana Proyek Rahasia Strategis Kode-288
IT Security,Server IP 43.177 API: CAOFAWAZXX
IT Security,Server IP 28.46 API: OTWXDQEPCF
Strategi,Rencana Proyek Rahasia Strategis Kode-813
HRD,Data Gaji NIK 3708 atas nama Karyawan-36
Strategi,Rencana Proyek Rahasia Strategis Kode-174
HRD,Data Gaji NIK 4506 atas nama Karyawan-72
Keuangan,Transfer Rp 58000000 ke Rekening 88471967
Strategi,Rencana Proyek Rahasia Strategis Kode-492
Keuangan,Transfer Rp 53000000 ke Rekening 55253896
Keuangan,Transfer Rp 56000000 ke Rekening 81404648
Keuangan,Transfer Rp 71000000 ke Rekening 98681265
Strategi,Rencana Proyek Rahasia Strategis Kode-753
IT Security,Server IP 193.101 API: TCSBFBTEWK
Strategi,Rencana Proyek Rahasia Strategis Kode-289
HRD,Data Gaji NIK 7148 atas nama Karyawan-19
HRD,Data Gaji NIK 4948 atas nama Karyawan-86
Strategi,Rencana Proyek Rahasia Strategis Kode-600
HRD,Data Gaji NIK 1860 atas nama Karyawan-63
HRD,Data Gaji NIK 3550 atas nama Karyawan-3
IT Security,Server IP 190.205 API: VZGQCXBHGO
Strategi,Rencana Proyek Rahasia Strategis Kode-592
Keuangan,Transfer Rp 89000000 ke Rekening 75827349
IT Security,Server IP 179.186 API: EBSMOBUDYL
Strategi,Rencana Proyek Rahasia Strategis Kode-640
HRD,Data Gaji NIK 2729 atas nama Karyawan-91
HRD,Data Gaji NIK 5894 atas nama Karyawan-38
Keuangan,Transfer Rp 92000000 ke Rekening 29837715
Strategi,Rencana Proyek Rahasia Strategis Kode-411
HRD,Data Gaji NIK 8639 atas nama Karyawan-3
HRD,Data Gaji NIK 4459 atas nama Karyawan-72
IT Security,Server IP 183.186 API: SESLTTEOAG
IT Security,Server IP 199.195 API: MUAYILZJRD
Strategi,Rencana Proyek Rahasia Strategis Kode-949
Keuangan,Transfer Rp 6000000 ke Rekening 25418373
Strategi,Rencana Proyek Rahasia Strategis Kode-176
Keuangan,Transfer Rp 51000000 ke Rekening 74699112
Keuangan,Transfer Rp 86000000 ke Rekening 62966682
Strategi,Rencana Proyek Rahasia Strategis Kode-361
Keuangan,Transfer Rp 99000000 ke Rekening 84357902
Strategi,Rencana Proyek Rahasia Strategis Kode-423
Keuangan,Transfer Rp 58000000 ke Rekening 46327954
Strategi,Rencana Proyek Rahasia Strategis Kode-252
HRD,Data Gaji NIK 7367 atas nama Karyawan-56
Keuangan,Transfer Rp 2000000 ke Rekening 21225319
HRD,Data Gaji NIK 3460 atas nama Karyawan-68
IT Security,Server IP 51.23 API: TPULTCZDJK
IT Security,Server IP 174.27 API: TKZYMHRWBI
IT Security,Server IP 174.67 API: SGGJGOYLNJ
Keuangan,Transfer Rp 23000000 ke Rekening 43360436
Keuangan,Transfer Rp 79000000 ke Rekening 72392140
HRD,Data Gaji NIK 1065 atas nama Karyawan-66
IT Security,Server IP 146.85 API: DYUPWICYEL
Keuangan,Transfer Rp 91000000 ke Rekening 54682945
HRD,Data Gaji NIK 8305 atas nama Karyawan-73
IT Security,Server IP 190.144 API: ZWBEHGTKLO
Strategi,Rencana Proyek Rahasia Strategis Kode-738
HRD,Data Gaji NIK 3022 atas nama Karyawan-87
Keuangan,Transfer Rp 46000000 ke Rekening 63371037
Keuangan,Transfer Rp 24000000 ke Rekening 72828879
Strategi,Rencana Proyek Rahasia Strategis Kode-885
Strategi,Rencana Proyek Rahasia Strategis Kode-229
IT Security,Server IP 248.106 API: FXDMLQQBOE
IT Security,Server IP 170.10 API: EFGXJIYUFM
IT Security,Server IP 214.38 API: ODVYSLBXBP
Strategi,Rencana Proyek Rahasia Strategis Kode-633
Strategi,Rencana Proyek Rahasia Strategis Kode-286
HRD,Data Gaji NIK 7795 atas nama Karyawan-65
IT Security,Server IP 202.118 API: YKVZYNMCOA
Keuangan,Transfer Rp 96000000 ke Rekening 21610157
Strategi,Rencana Proyek Rahasia Strategis Kode-950
Keuangan,Transfer Rp 47000000 ke Rekening 39147903
Keuangan,Transfer Rp 90000000 ke Rekening 53645873
Strategi,Rencana Proyek Rahasia Strategis Kode-502
Keuangan,Transfer Rp 77000000 ke Rekening 16351277
IT Security,Server IP 30.250 API: CMRZZCTWQQ
Keuangan,Transfer Rp 86000000 ke Rekening 21307807
IT Security,Server IP 11.217 API: NVTTPCCMXH
IT Security,Server IP 99.161 API: VYUUAHLFBS
IT Security,Server IP 211.207 API: YOJSRPIYCN
Keuangan,Transfer Rp 35000000 ke Rekening 64268009
IT Security,Server IP 95.8 API: DEVDRZVOUO
Strategi,Rencana Proyek Rahasia Strategis Kode-245
Keuangan,Transfer Rp 38000000 ke Rekening 85470101
HRD,Data Gaji NIK 1887 atas nama Karyawan-27
Strategi,Rencana Proyek Rahasia Strategis Kode-183
Keuangan,Transfer Rp 29000000 ke Rekening 68787448
Keuangan,Transfer Rp 37000000 ke Rekening 84022028
Strategi,Rencana Proyek Rahasia Strategis Kode-628
IT Security,Server IP 9.221 API: FLMAQHQEVW
Keuangan,Transfer Rp 14000000 ke Rekening 11919454
IT Security,Server IP 63.155 API: BLYLQCLOTE
Strategi,Rencana Proyek Rahasia Strategis Kode-880
Keuangan,Transfer Rp 84000000 ke Rekening 16593566
IT Security,Server IP 197.197 API: JCUARPAFZY
Keuangan,Transfer Rp 85000000 ke Rekening 17618328
Keuangan,Transfer Rp 18000000 ke Rekening 86709054
Keuangan,Transfer Rp 76000000 ke Rekening 72468690
HRD,Data Gaji NIK 5689 atas nama Karyawan-53
Keuangan,Transfer Rp 67000000 ke Rekening 30141584
IT Security,Server IP 75.249 API: NYUMXOPDEL
Strategi,Rencana Proyek Rahasia Strategis Kode-651
Strategi,Rencana Proyek Rahasia Strategis Kode-863
HRD,Data Gaji NIK 2574 atas nama Karyawan-82
HRD,Data Gaji NIK 1560 atas nama Karyawan-89
Keuangan,Transfer Rp 64000000 ke Rekening 55749043
Keuangan,Transfer Rp 73000000 ke Rekening 16267316
IT Security,Server IP 233.113 API: ENQQZXEICB
Strategi,Rencana Proyek Rahasia Strategis Kode-367
Keuangan,Transfer Rp 61000000 ke Rekening 94936622
HRD,Data Gaji NIK 3289 atas nama Karyawan-2
IT Security,Server IP 121.221 API: CZTTNXRQBI
HRD,Data Gaji NIK 1752 atas nama Karyawan-7
HRD,Data Gaji NIK 6820 atas nama Karyawan-67
HRD,Data Gaji NIK 1433 atas nama Karyawan-39
Strategi,Rencana Proyek Rahasia Strategis Kode-355
Keuangan,Transfer Rp 14000000 ke Rekening 26627789
Keuangan,Transfer Rp 26000000 ke Rekening 31861907
Keuangan,Transfer Rp 62000000 ke Rekening 42991566
HRD,Data Gaji NIK 8489 atas nama Karyawan-46
HRD,Data Gaji NIK 2870 atas nama Karyawan-33
Strategi,Rencana Proyek Rahasia Strategis Kode-405
Strategi,Rencana Proyek Rahasia Strategis Kode-375
IT Security,Server IP 205.9 API: TKONKLHZMO
IT Security,Server IP 251.61 API: RIPSOBLCBW
Keuangan,Transfer Rp 39000000 ke Rekening 12246856
Keuangan,Transfer Rp 28000000 ke Rekening 37454746
HRD,Data Gaji NIK 1062 atas nama Karyawan-63
HRD,Data Gaji NIK 2203 atas nama Karyawan-21
Strategi,Rencana Proyek Rahasia Strategis Kode-583
Strategi,Rencana Proyek Rahasia Strategis Kode-849
HRD,Data Gaji NIK 7268 atas nama Karyawan-67
Keuangan,Transfer Rp 32000000 ke Rekening 79733338
Keuangan,Transfer Rp 80000000 ke Rekening 52294657
HRD,Data Gaji NIK 6995 atas nama Karyawan-44
Keuangan,Transfer Rp 9000000 ke Rekening 73008270
Keuangan,Transfer Rp 35000000 ke Rekening 91490270
Keuangan,Transfer Rp 44000000 ke Rekening 67623764
Strategi,Rencana Proyek Rahasia Strategis Kode-967
Strategi,Rencana Proyek Rahasia Strategis Kode-728
HRD,Data Gaji NIK 6304 atas nama Karyawan-23
HRD,Data Gaji NIK 6124 atas nama Karyawan-47
HRD,Data Gaji NIK 5505 atas nama Karyawan-15
HRD,Data Gaji NIK 2538 atas nama Karyawan-59
HRD,Data Gaji NIK 1264 atas nama Karyawan-73
Strategi,Rencana Proyek Rahasia Strategis Kode-342
Strategi,Rencana Proyek Rahasia Strategis Kode-930
Strategi,Rencana Proyek Rahasia Strategis Kode-119
Strategi,Rencana Proyek Rahasia Strategis Kode-253
IT Security,Server IP 161.79 API: EZLDFVWNSZ
Keuangan,Transfer Rp 61000000 ke Rekening 12047798
IT Security,Server IP 159.61 API: PXVPMBMFDO
Strategi,Rencana Proyek Rahasia Strategis Kode-340
HRD,Data Gaji NIK 6851 atas nama Karyawan-33
HRD,Data Gaji NIK 2347 atas nama Karyawan-74
IT Security,Server IP 67.200 API: FZWDWTBNEP
HRD,Data Gaji NIK 3493 atas nama Karyawan-86
HRD,Data Gaji NIK 1443 atas nama Karyawan-33
HRD,Data Gaji NIK 7614 atas nama Karyawan-48
Keuangan,Transfer Rp 30000000 ke Rekening 75181883
HRD,Data Gaji NIK 2813 atas nama Karyawan-87
IT Security,Server IP 24.47 API: HMQKYKXEEA
Keuangan,Transfer Rp 38000000 ke Rekening 26150377
Keuangan,Transfer Rp 80000000 ke Rekening 49018542
Strategi,Rencana Proyek Rahasia Strategis Kode-342
Strategi,Rencana Proyek Rahasia Strategis Kode-188
HRD,Data Gaji NIK 4483 atas nama Karyawan-18
HRD,Data Gaji NIK 6494 atas nama Karyawan-36
Keuangan,Transfer Rp 61000000 ke Rekening 76854302
HRD,Data Gaji NIK 5572 atas nama Karyawan-95
HRD,Data Gaji NIK 6275 atas nama Karyawan-53
Keuangan,Transfer Rp 85000000 ke Rekening 62471653
HRD,Data Gaji NIK 6158 atas nama Karyawan-17
IT Security,Server IP 74.191 API: ROODNENEHX
Strategi,Rencana Proyek Rahasia Strategis Kode-262
Keuangan,Transfer Rp 44000000 ke Rekening 81298128
Strategi,Rencana Proyek Rahasia Strategis Kode-617
IT Security,Server IP 231.136 API: KCZHTJXRHS
HRD,Data Gaji NIK 4744 atas nama Karyawan-74
Keuangan,Transfer Rp 28000000 ke Rekening 97542480
HRD,Data Gaji NIK 3254 atas nama Karyawan-65
HRD,Data Gaji NIK 4967 atas nama Karyawan-80
Strategi,Rencana Proyek Rahasia Strategis Kode-756
Strategi,Rencana Proyek Rahasia Strategis Kode-941
Keuangan,Transfer Rp 46000000 ke Rekening 98113721
Strategi,Rencana Proyek Rahasia Strategis Kode-524
Keuangan,Transfer Rp 71000000 ke Rekening 52892335
Strategi,Rencana Proyek Rahasia Strategis Kode-303
HRD,Data Gaji NIK 7354 atas nama Karyawan-25
IT Security,Server IP 30.168 API: ATNLSFALJG
Keuangan,Transfer Rp 30000000 ke Rekening 88976997
Strategi,Rencana Proyek Rahasia Strategis Kode-765
Strategi,Rencana Proyek Rahasia Strategis Kode-413
Keuangan,Transfer Rp 50000000 ke Rekening 60399392
HRD,Data Gaji NIK 4891 atas nama Karyawan-70
Keuangan,Transfer Rp 48000000 ke Rekening 65944685
IT Security,Server IP 195.178 API: CJNIZPCYII
HRD,Data Gaji NIK 1205 atas nama Karyawan-3
HRD,Data Gaji NIK 5581 atas nama Karyawan-81
Strategi,Rencana Proyek Rahasia Strategis Kode-230
Strategi,Rencana Proyek Rahasia Strategis Kode-379
IT Security,Server IP 57.195 API: TBEUWFJKNB
Keuangan,Transfer Rp 47000000 ke Rekening 91510596
Keuangan,Transfer Rp 8000000 ke Rekening 42441489
IT Security,Server IP 227.255 API: RUTCZPEYEO
Keuangan,Transfer Rp 51000000 ke Rekening 89863706
Strategi,Rencana Proyek Rahasia Strategis Kode-594
Keuangan,Transfer Rp 16000000 ke Rekening 49167749
HRD,Data Gaji NIK 1904 atas nama Karyawan-57
Strategi,Rencana Proyek Rahasia Strategis Kode-906
HRD,Data Gaji NIK 9941 atas nama Karyawan-23
IT Security,Server IP 175.219 API: EPCWCWFLLB
Keuangan,Transfer Rp 64000000 ke Rekening 18100499
Keuangan,Transfer Rp 65000000 ke Rekening 29588765
IT Security,Server IP 26.159 API: ZZYKPCKXLZ
IT Security,Server IP 61.140 API: OEYJSCSHGQ
HRD,Data Gaji NIK 2424 atas nama Karyawan-29
Strategi,Rencana Proyek Rahasia Strategis Kode-796
Keuangan,Transfer Rp 49000000 ke Rekening 75664264
IT Security,Server IP 200.232 API: DEEDOBLUHS
Keuangan,Transfer Rp 47000000 ke Rekening 70960097
HRD,Data Gaji NIK 5190 atas nama Karyawan-87
IT Security,Server IP 213.229 API: PRHOAMIGMO
Keuangan,Transfer Rp 64000000 ke Rekening 59475499
Keuangan,Transfer Rp 7000000 ke Rekening 71113561
IT Security,Server IP 125.27 API: IAZTJTRZRY
IT Security,Server IP 120.107 API: SAAMBHXIWJ
IT Security,Server IP 211.171 API: NKMXEUXFUZ
HRD,Data Gaji NIK 3333 atas nama Karyawan-58
Strategi,Rencana Proyek Rahasia Strategis Kode-300
Keuangan,Transfer Rp 87000000 ke Rekening 93122705
Strategi,Rencana Proyek Rahasia Strategis Kode-307
IT Security,Server IP 66.124 API: TZYVJYSGBW
Keuangan,Transfer Rp 24000000 ke Rekening 55965100
IT Security,Server IP 141.137 API: VBJQYUDIHC
HRD,Data Gaji NIK 6560 atas nama Karyawan-81
Keuangan,Transfer Rp 70000000 ke Rekening 78817696
Keuangan,Transfer Rp 18000000 ke Rekening 62074219
IT Security,Server IP 19.241 API: QQEIGNZDHM
HRD,Data Gaji NIK 3639 atas nama Karyawan-1
IT Security,Server IP 94.75 API: UBJMMGIHYH
IT Security,Server IP 187.62 API: SVTFSEKPKG
IT Security,Server IP 108.82 API: XDDRHDNXWG
IT Security,Server IP 40.194 API: DWERAYFWUE
Keuangan,Transfer Rp 53000000 ke Rekening 35744084
Strategi,Rencana Proyek Rahasia Strategis Kode-418
Strategi,Rencana Proyek Rahasia Strategis Kode-815
Strategi,Rencana Proyek Rahasia Strategis Kode-754
IT Security,Server IP 179.78 API: FKRDQADWIR
Strategi,Rencana Proyek Rahasia Strategis Kode-372
Strategi,Rencana Proyek Rahasia Strategis Kode-864
Keuangan,Transfer Rp 95000000 ke Rekening 50930395
Strategi,Rencana Proyek Rahasia Strategis Kode-962
Keuangan,Transfer Rp 61000000 ke Rekening 82536648
Keuangan,Transfer Rp 96000000 ke Rekening 66793948
IT Security,Server IP 247.17 API: IPPRKVMMRV
Keuangan,Transfer Rp 32000000 ke Rekening 64363109
Strategi,Rencana Proyek Rahasia Strategis Kode-708
IT Security,Server IP 202.93 API: LQHTRNDIVW
Keuangan,Transfer Rp 31000000 ke Rekening 47429696
HRD,Data Gaji NIK 3020 atas nama Karyawan-85
Strategi,Rencana Proyek Rahasia Strategis Kode-215
IT Security,Server IP 115.232 API: XKMCLMFBVX
Strategi,Rencana Proyek Rahasia Strategis Kode-212
HRD,Data Gaji NIK 8017 atas nama Karyawan-49
Keuangan,Transfer Rp 64000000 ke Rekening 67136554
Strategi,Rencana Proyek Rahasia Strategis Kode-113
IT Security,Server IP 129.86 API: ZPULHCEGBZ
HRD,Data Gaji NIK 1371 atas nama Karyawan-81
Strategi,Rencana Proyek Rahasia Strategis Kode-761
IT Security,Server IP 235.166 API: AUFSWPHFJH
HRD,Data Gaji NIK 7018 atas nama Karyawan-39
HRD,Data Gaji NIK 5687 atas nama Karyawan-81
Keuangan,Transfer Rp 90000000 ke Rekening 96251729
Keuangan,Transfer Rp 58000000 ke Rekening 56140022
IT Security,Server IP 4.221 API: RJOAJTQUQL
Keuangan,Transfer Rp 80000000 ke Rekening 81903736
Keuangan,Transfer Rp 53000000 ke Rekening 49950841
Keuangan,Transfer Rp 2000000 ke Rekening 55399665
HRD,Data Gaji NIK 2069 atas nama Karyawan-40
Keuangan,Transfer Rp 22000000 ke Rekening 93933571
HRD,Data Gaji NIK 3958 atas nama Karyawan-53
IT Security,Server IP 138.29 API: TISKPMKCFR
HRD,Data Gaji NIK 2910 atas nama Karyawan-12
Strategi,Rencana Proyek Rahasia Strategis Kode-923
Keuangan,Transfer Rp 72000000 ke Rekening 70390730
IT Security,Server IP 66.166 API: UGYSNVLCAM
IT Security,Server IP 121.78 API: FPSLPWDHRQ
HRD,Data Gaji NIK 8808 atas nama Karyawan-65
Keuangan,Transfer Rp 89000000 ke Rekening 17073337
Keuangan,Transfer Rp 54000000 ke Rekening 61230688
Keuangan,Transfer Rp 74000000 ke Rekening 80878963
HRD,Data Gaji NIK 6824 atas nama Karyawan-76
HRD,Data Gaji NIK 7371 atas nama Karyawan-60
Keuangan,Transfer Rp 7000000 ke Rekening 95339014
Keuangan,Transfer Rp 88000000 ke Rekening 39457395
HRD,Data Gaji NIK 7616 atas nama Karyawan-91
Strategi,Rencana Proyek Rahasia Strategis Kode-870
Keuangan,Transfer Rp 30000000 ke Rekening 44762574
Keuangan,Transfer Rp 68000000 ke Rekening 92561803
IT Security,Server IP 117.135 API: DTOLKTFTLO
Keuangan,Transfer Rp 33000000 ke Rekening 10009476
IT Security,Server IP 141.255 API: IGBHPFVMLA
Keuangan,Transfer Rp 81000000 ke Rekening 37428657
Keuangan,Transfer Rp 76000000 ke Rekening 44839723
Keuangan,Transfer Rp 24000000 ke Rekening 50193534
IT Security,Server IP 206.137 API: TRGIJAOZZO
Keuangan,Transfer Rp 82000000 ke Rekening 24187995
Keuangan,Transfer Rp 17000000 ke Rekening 60003474
Keuangan,Transfer Rp 51000000 ke Rekening 18900836
Keuangan,Transfer Rp 74000000 ke Rekening 80827706
HRD,Data Gaji NIK 5458 atas nama Karyawan-85
Keuangan,Transfer Rp 43000000 ke Rekening 95634951
HRD,Data Gaji NIK 4599 atas nama Karyawan-47
HRD,Data Gaji NIK 1746 atas nama Karyawan-7
Keuangan,Transfer Rp 14000000 ke Rekening 51455020
HRD,Data Gaji NIK 9815 atas nama Karyawan-74
HRD,Data Gaji NIK 1563 atas nama Karyawan-36
HRD,Data Gaji NIK 5935 atas nama Karyawan-88
IT Security,Server IP 14.24 API: UXIFPEMIZI
HRD,Data Gaji NIK 8420 atas nama Karyawan-77
IT Security,Server IP 114.19 API: EDHXLSIHNH
HRD,Data Gaji NIK 6082 atas nama Karyawan-47
Strategi,Rencana Proyek Rahasia Strategis Kode-667
IT Security,Server IP 20.17 API: UWMJMWEKHI
IT Security,Server IP 170.154 API: KJWSUEIBXA
HRD,Data Gaji NIK 8728 atas nama Karyawan-9
Keuangan,Transfer Rp 52000000 ke Rekening 81997987
Keuangan,Transfer Rp 35000000 ke Rekening 84521970
IT Security,Server IP 154.209 API: SGDTDNQWHJ
Strategi,Rencana Proyek Rahasia Strategis Kode-570
HRD,Data Gaji NIK 1937 atas nama Karyawan-20
Strategi,Rencana Proyek Rahasia Strategis Kode-378
Strategi,Rencana Proyek Rahasia Strategis Kode-155
HRD,Data Gaji NIK 3892 atas nama Karyawan-44
Strategi,Rencana Proyek Rahasia Strategis Kode-962
Keuangan,Transfer Rp 52000000 ke Rekening 23401006
Keuangan,Transfer Rp 82000000 ke Rekening 59565957
Strategi,Rencana Proyek Rahasia Strategis Kode-121
IT Security,Server IP 174.18 API: STCJBJVBZR
IT Security,Server IP 197.100 API: UQHTLECDRK
Strategi,Rencana Proyek Rahasia Strategis Kode-219
HRD,Data Gaji NIK 4261 atas nama Karyawan-29
Strategi,Rencana Proyek Rahasia Strategis Kode-188
IT Security,Server IP 35.11 API: BNKJMEVCBO
IT Security,Server IP 250.21 API: ALHRYMIJLP
Strategi,Rencana Proyek Rahasia Strategis Kode-320
Strategi,Rencana Proyek Rahasia Strategis Kode-131
Keuangan,Transfer Rp 51000000 ke Rekening 46624366
IT Security,Server IP 225.146 API: MKSGCEMEVA
HRD,Data Gaji NIK 7002 atas nama Karyawan-49
HRD,Data Gaji NIK 8264 atas nama Karyawan-56
Keuangan,Transfer Rp 31000000 ke Rekening 13236417
IT Security,Server IP 107.52 API: EQTBSNVUSH
HRD,Data Gaji NIK 2449 atas nama Karyawan-94
Keuangan,Transfer Rp 67000000 ke Rekening 89331240
HRD,Data Gaji NIK 2866 atas nama Karyawan-61
Keuangan,Transfer Rp 69000000 ke Rekening 74719571
Strategi,Rencana Proyek Rahasia Strategis Kode-746
HRD,Data Gaji NIK 6436 atas nama Karyawan-46
IT Security,Server IP 237.112 API: DVSMCWGEZA
